id,jurusan,teks,level,label,score
DS-313,Hukum,Asas lex posterior derogat legi priori diterapkan majelis hakim dengan tepat dalam membatalkan peraturan daerah yang bertentangan dengan perundangan terbaru.,4,1,87
DS-314,Psikologi,eee intervensi pelatihan asertivitas pelatihan asertivitas hmmm anu signifikan meningkatkan meningkatkan eee harga diri harga diri hmmm korban perundungan siber sekolah.,3,0,47
DS-315,Teknik Sipil,Simulasi komputer hidrolika sungai menunjukkan ketinggian tanggul eksisting tidak lagi sanggup menahan elevasi banjir rancangan periode ulang seratus tahun.,5,1,99
DS-316,Manajemen,anu indikator indikator kinerja utama kinerja utama eee hmmm perusahaan ini perusahaan ini anu belum selaras belum selaras hmmm dengan visi jangka panjang.,2,0,36
DS-317,Informatika,Penerapan cache memori terdistribusi mereduksi beban pemrosesan basis data sehingga waktu muat situs web e-commerce menjadi dua kali lipat lebih cepat.,4,1,88
DS-318,Hukum,Konsep tanggung jawab mutlak secara ketat diaplikasikan terhadap pabrik kimia yang terbukti sah mencemari kualitas air bersih sumur warga desa.,5,1,95
DS-319,Manajemen,hmmm uji normalitas uji normalitas data hmmm eee menggunakan kolmogorov smirnov kolmogorov smirnov anu yang menunjukkan hmmm data berdistribusi normal berdistribusi normal.,1,0,19
DS-320,Teknik Sipil,Perancangan penampang saluran drainase kawasan komersial mempertimbangkan koefisien limpasan permukaan aspal yang sangat tinggi saat hujan deras mengguyur lebat.,4,1,83
DS-321,Manajemen,eee rasio likuiditas rasio likuiditas hmmm anu current ratio current ratio eee menurun tajam menurun tajam hmmm karena utang lancar membengkak besar.,3,0,43
DS-322,Informatika,Sistem penunjang keputusan yang dikembangkan memberikan rekomendasi prioritas penerima beasiswa berdasarkan integrasi pembobotan dari metode analytical hierarchy process.,5,1,98
DS-323,Hukum,anu pendaftaran kekayaan intelektual kekayaan intelektual eee hmmm sangat lambat sangat lambat anu karena prosedur birokrasi prosedur birokrasi hmmm yang berbelit belit.,2,0,28
DS-324,Psikologi,Validasi instrumen skala depresi membuktikan kecocokan alat ukur ini untuk diaplikasikan pada populasi lanjut usia yang tinggal di panti jompo.,4,1,81
DS-325,Teknik Sipil,Uji kuat tarik baja tulangan memverifikasi bahwa spesifikasi material yang dipasok oleh kontraktor benar-benar sesuai dengan sertifikat mutu standar pabrik.,5,1,94
DS-326,Manajemen,hmmm analisis kelayakan bisnis kelayakan bisnis eee hmmm dari aspek finansial aspek finansial anu menyatakan proyek proyek ini hmmm tidak layak jalan.,1,0,22
DS-327,Informatika,Teknik segmentasi gambar citra ultrasonografi medis berfungsi sempurna untuk memisahkan objek kista abnormal dari jaringan sel sehat di sekitarnya.,4,1,86
DS-328,Hukum,Interpretasi gramatikal majelis hakim menolak argumen tergugat karena makna leksikal kontrak tertulis sangat jelas tidak mengakomodasi peristiwa force majeure spesifik.,5,1,97
DS-329,Psikologi,eee pengujian hipotesis pengujian hipotesis hmmm anu korelasi pearson korelasi pearson eee menunjukkan tidak ada tidak ada hmmm hubungan yang signifikan.,3,0,45
DS-330,Teknik Sipil,Analisis kerentanan gempa pada rumah susun lawas merekomendasikan injeksi epoksi pada pilar utama untuk mengembalikan integritas struktural yang menurun kritis.,4,1,89
DS-331,Manajemen,anu bauran pemasaran bauran pemasaran hmmm eee elemen promosi elemen promosi anu paling dominan paling dominan hmmm meningkatkan kesadaran merek produk baru.,2,0,34
DS-332,Teknik Sipil,Optimalisasi proses produksi menggunakan pendekatan heuristik terbukti mampu menekan total biaya operasional secara sangat maksimal.,4,1,
DS-333,Hukum,Kebijakan desentralisasi hukum perizinan menuntut peningkatan kapasitas aparat pemerintah daerah agar tidak melanggar hierarki peraturan perundang-undangan tingkat pusat nasional.,4,1,85
DS-334,Psikologi,hmmm penelitian korelasional korelasional eee hmmm ini sampelnya sampelnya anu seratus mahasiswa seratus mahasiswa hmmm yang sedang skripsi skripsi tingkat akhir.,1,0,12
DS-335,Teknik Sipil,Desain geometrik belokan tajam pada jalur provinsi ini mematuhi batas aman koefisien gesekan melintang untuk memitigasi selip pada roda kendaraan.,5,1,96
DS-336,Manajemen,eee gaya kepemimpinan transformasional gaya kepemimpinan transformasional hmmm anu sangat efektif sangat efektif eee mengubah budaya kerja budaya kerja hmmm organisasi konvensional ini.,3,0,48
DS-337,Informatika,Evaluasi fungsionalitas aplikasi menggunakan metode pengujian sistematis memastikan tak ada satupun tautan rujukan yang terputus atau mengarah ke halaman kosong.,4,1,84
DS-338,Hukum,anu hukum kepailitan hukum kepailitan eee hmmm mengatur secara rinci mengatur secara rinci anu urutan prioritas urutan prioritas hmmm pembayaran kreditor konkuren.,2,0,31
DS-339,Psikologi,Penanganan krisis psikologis awal berbasis pertolongan pertama terbukti krusial mencegah perkembangan stres menjadi trauma mendalam pasca insiden kekerasan domestik ekstrem.,5,1,99
DS-340,Teknik Sipil,hmmm perencanaan pondasi tiang pancang tiang pancang eee hmmm didasarkan didasarkan anu pada data uji sondir uji sondir hmmm di lapangan langsung.,1,0,25
DS-341,Manajemen,Restrukturisasi organisasi matriks yang dijalankan meruntuhkan batasan silos antar departemen dan mempercepat komunikasi silang demi eksekusi proyek unggulan inovasi terbaru.,4,1,87
DS-342,Informatika,eee algoritma kompresi data kompresi data hmmm anu huffman coding huffman coding eee saya aplikasikan aplikasikan hmmm untuk menghemat kapasitas penyimpanan server.,3,0,41
DS-343,Hukum,"Implementasi pengadilan elektronik menyederhanakan birokrasi pendaftaran perkara perdata sekaligus menjamin asas peradilan yang cepat, sederhana, dan berbiaya sangat ringan bagi warga.",5,1,92
DS-344,Psikologi,anu teori perkembangan kognitif perkembangan kognitif piaget piaget eee hmmm melandasi pembuatan modul pembuatan modul anu pembelajaran interaktif hmmm untuk balita ini.,2,0,37
DS-345,Teknik Sipil,Inspeksi visual terhadap struktur jembatan bentang panjang menemukan adanya korosi sedang pada sambungan baja yang memerlukan perawatan anti karat secepatnya.,4,1,82
DS-346,Manajemen,Perhitungan margin kontribusi produk memandu manajemen puncak mengambil keputusan rasional untuk menghentikan operasional lini barang yang merugi terus menerus selamanya.,5,1,95
DS-347,Informatika,hmmm metode penelitian metode penelitian hmmm eee kualitatif kualitatif anu tidak saya pakai tidak saya pakai hmmm karena data saya berwujud numerik diskrit.,1,0,18
DS-348,Hukum,Sanksi administrasi berupa pencabutan izin usaha adalah tindakan tegas terakhir bagi korporasi yang terus mengabaikan baku mutu pembuangan limbah berbahaya beracun.,4,1,86
DS-349,Psikologi,eee pengumpulan data pengumpulan data hmmm kuesioner kuesioner anu eee sangat lama sangat lama hmmm karena hmmm subjeknya sulit dicari dicari.,3,0,
DS-350,Teknik Sipil,Desain stabilisasi tanah liat ekspansif dengan penambahan campuran semen berhasil mereduksi potensi kembang susut volumetrik yang membahayakan perkerasan struktur jalan tol raya.,5,1,98
DS-351,Manajemen,anu variabel moderasi variabel moderasi eee hmmm kompensasi kompensasi anu ternyata hmmm tidak mampu tidak mampu eee memperkuat pengaruh kinerja kinerja staf administrasi.,2,0,29
DS-352,Informatika,Pemisahan fungsionalitas frontend dan backend via kerangka kerja modern secara dramatis mempercepat waktu kolaborasi tim pengembang saat penambahan modul perangkat lunak besar.,4,1,88
DS-353,Hukum,hmmm asas legalitas asas legalitas eee hmmm dalam hukum tata negara hukum tata negara anu mengharuskan setiap tindakan pejabat tindakan pejabat hmmm didasarkan undang undang.,1,0,21
DS-354,Psikologi,Observasi longitudinal yang cermat menangkap dinamika perubahan minat bakat karir seiring transisi kedewasaan remaja yang menapaki jenjang pendidikan tinggi sekolah vokasi akademis.,5,1,94
DS-355,Teknik Sipil,eee analisis gaya lintang gaya lintang hmmm dan momen lentur momen lentur anu eee menghasilkan diagram menghasilkan diagram hmmm yang membuktikan balok aman.,3,0,46
DS-356,Manajemen,Penerapan lean manufacturing secara konsisten mengeliminasi tujuh jenis pemborosan produksi yang bermuara langsung pada peningkatan efisiensi margin keuntungan korporat berskala multinasional manufaktur.,4,1,83
DS-357,Informatika,anu bahasa query sql sql eee hmmm dioptimalkan dioptimalkan anu dengan indexing indexing hmmm agar pencarian data pencarian data eee jutaan baris cepat.,2,0,38
DS-358,Hukum,Analisis perlindungan hak cipta musisi independen memaparkan kelemahan hukum pembuktian royalti pada platform streaming digital yang sistem perhitungannya kurang transparan diakses publik luas.,5,1,96
DS-359,Psikologi,hmmm intervensi psikologi intervensi psikologi positif positif eee hmmm difokuskan difokuskan anu pada peningkatan hmmm kesejahteraan psikologis kesejahteraan psikologis eee lansia panti sosial wredha.,1,0,15
DS-360,Teknik Sipil,Pembangunan sistem polder yang dilengkapi pompa kapasitas raksasa secara teknis mampu mengeringkan kawasan cekungan kota yang rentan terendam banjir pasang air laut harian.,4,1,85
DS-361,Manajemen,eee lingkungan eksternal lingkungan eksternal hmmm makro makro anu seperti kebijakan pemerintah kebijakan pemerintah eee sangat menghambat sangat menghambat hmmm laju ekspansi bisnis ritel.,3,0,42
DS-362,Informatika,Algoritma pengelompokan yang divalidasi sangat andal digunakan untuk segmentasi demografi profil jutaan pelanggan ke dalam klaster segmentasi pasar spesifik yang tertarget pemasaran promosi.,5,1,97
DS-363,Hukum,anu teori pemidanaan teori pemidanaan hmmm gabungan gabungan eee diterapkan diterapkan anu agar pelaku kejahatan dihukum setimpal hmmm sekaligus dibina karakternya dibina karakternya kelak.,2,0,33
DS-364,Psikologi,Kuesioner resiliensi kerja memuat butir pertanyaan valid yang menyoroti ketangguhan mental pegawai layanan publik menghadapi keluhan eskalasi warga setiap hari tanpa istirahat panjang.,4,1,
DS-365,Teknik Sipil,hmmm perencanaan tata ruang perencanaan tata ruang kota kota eee hmmm wajib memperhatikan wajib memperhatikan anu aspek drainase makro drainase makro hmmm agar tidak langganan banjir.,1,0,24
DS-366,Manajemen,Kebijakan penghargaan ekuitas opsi saham karyawan menengah ke atas menumbuhkan sense of belonging yang selaras dengan nilai kapitalisasi pertumbuhan strategis korporasi induk utamanya secara absolut.,5,1,99
DS-367,Informatika,eee pengembangan aplikasi web aplikasi web hmmm responsif responsif anu menggunakan kerangka kerja menggunakan kerangka kerja eee hmmm tailwind css css hmmm agar tampilannya bagus.,3,0,44
DS-368,Hukum,Transformasi penyelesaian sengketa alternatif melalui mediasi daring menjadi keniscayaan pragmatis di tengah ketiadaan mobilitas fisik pasca pembatasan wilayah lokal akibat status karantina massal publik.,4,1,81
DS-369,Psikologi,anu kuesioner kuesioner hmmm gaya pengasuhan gaya pengasuhan eee diisi langsung diisi langsung anu oleh orang tua orang tua hmmm murid taman kanak kanak.,2,0,27
DS-370,Teknik Sipil,Analisis geoteknik dinding penahan tanah menjamin keamanan pergeseran lereng bukit kritis yang mengancam kawasan perumahan padat penduduk di area kemiringan curam terekstrem saat musim muson.,5,1,93
DS-371,Manajemen,hmmm perhitungan roi return on investment roi eee hmmm anu hasilnya negatif hasilnya negatif hmmm yang berarti investasi mesin baru mesin baru eee gagal total.,1,0,11
DS-372,Informatika,Modul pembayaran elektronik terintegrasi secara aman melalui enkripsi data tingkat militer sehingga mencegah intersepsi peretas man in the middle yang sangat mengancam privasi kartu pelanggan.,4,1,89
DS-373,Hukum,eee penyidikan tindak pidana pencucian uang tindak pidana hmmm anu melibatkan melibatkan eee pusat pelaporan analisis transaksi keuangan hmmm untuk melacak aliran dana aliran dana.,3,0,49
DS-374,Psikologi,Eksperimen kondisi pencahayaan laboratorium mengonfirmasi sensitivitas stimulus visual mempengaruhi kecepatan reaksi kognitif responden usia paruh baya dalam menekan tombol deteksi indikator warna layar instrumen tes.,5,1,95
DS-375,Teknik Sipil,anu perhitungan beban angin beban angin hmmm pada gedung pencakar langit gedung pencakar langit eee anu merujuk merujuk hmmm standar internasional asce asce eee terbaru.,2,0,36
DS-376,Manajemen,Penetrasi pangsa pasar internasional membutuhkan adaptasi produk silang budaya agar relevan dengan preferensi cita rasa lokal konsumen mayoritas negara tujuan dagang ekspedisi ekspor tersebut.,4,1,82
DS-377,Informatika,hmmm arsitektur server arsitektur server eee menggunakan load balancer load balancer hmmm anu supaya lalu lintas jaringan lalu lintas hmmm tidak menumpuk di satu node node.,1,0,20
DS-378,Hukum,Kajian otonomi daerah ini menyorot pembengkakan birokrasi pemerintahan desa yang tak efisien mengelola anggaran transfer dana dari kas pusat nasional ke rekening daerah terpencil secara utuh.,5,1,98
DS-379,Psikologi,eee pengujian validitas instrumen validitas instrumen hmmm menggunakan expert judgment expert judgment anu eee tiga dosen psikologi klinis psikologi klinis hmmm menilai butir pertanyaan kuesioner ini.,3,0,45
DS-380,Teknik Sipil,Perancangan ulang struktur balok jembatan mengoptimalkan penampang beton prategang untuk mereduksi beban mati tanpa mengorbankan kapasitas lentur maksimum yang dipersyaratkan standar keamanan jembatan nasional kementerian pekerjaan umum.,4,1,84
DS-381,Manajemen,anu keputusan investasi modal investasi modal eee hmmm sangat beresiko beresiko anu jika jika hmmm tidak didukung studi kelayakan studi kelayakan eee ekonomi yang komprehensif mendalam.,2,0,32
DS-382,Informatika,Implementasi algoritma pencarian rute terpendek secara signifikan memangkas waktu kalkulasi logistik armada kurir kota yang harus mendistribusikan ratusan paket harian melalui lalu lintas padat jalanan tikus sempit.,5,1,96
DS-383,Hukum,hmmm asas hukum pidana hukum pidana eee ne bis in idem ne bis in idem hmmm anu mencegah terdakwa terdakwa diadili dua kali dua kali hmmm.,1,0,17
DS-384,Psikologi,Hasil analisis varian dua jalur memvalidasi adanya interaksi positif metode bimbingan dan gaya belajar terhadap peningkatan pemahaman konsep matematika dasar siswa difabel ringan sekolah inklusi reguler akademik.,4,1,
DS-385,Teknik Sipil,eee kuat geser tanah kuat geser hmmm di laboratorium mekanika tanah laboratorium anu eee menunjukkan sampel lempung sampel lempung hmmm sangat lembek sangat lembek.,3,0,40
DS-386,Manajemen,Implementasi manajemen rantai pasokan digital mengotomatisasi pemesanan ulang bahan baku ketika inventaris gudang mencapai batas stok minimum yang dipicu peringatan notifikasi sistem erp secara tepat waktu langsung.,5,1,94
DS-387,Informatika,anu metode pengembangan sistem pengembangan sistem hmmm waterfall waterfall eee ternyata ternyata anu hmmm kurang adaptif kurang adaptif eee kalau ada perubahan klien klien hmmm dadakan.,2,0,28
DS-388,Hukum,Analisis dogmatik hukum mengungkap kerancuan regulasi penanaman modal asing yang bertentangan dengan asas kedaulatan perlindungan eksploitasi kekayaan alam nasional bumi pertiwi dalam konstitusi perundangan darurat negara dasar.,4,1,87
DS-389,Psikologi,hmmm korelasi spearman rank spearman rank eee menunjukkan hmmm hasil hipotesis nol hipotesis nol anu diterima diterima hmmm yang berarti tidak ada korelasi signifikan korelasi hmmm apapun.,1,0,26
DS-390,Teknik Sipil,Parameter hidrolika pelimpah bendungan dikalibrasi sempurna melalui simulasi model fisik laboratorium untuk memastikan aliran transisi laminer tidak menggerus pelindung dasar beton peredam energi kolam olakan terjun air curam.,5,1,97
DS-391,Manajemen,eee gaya kepemimpinan gaya kepemimpinan hmmm laissez faire laissez faire anu hmmm membuat karyawan membuat karyawan eee kebingungan kebingungan hmmm karena tidak ada arahan manajer yang jelas.,3,0,43
DS-392,Informatika,Deteksi malware berbasis perilaku menggunakan analisis sandbox terisolasi berhasil mengkarantina kode jahat yang tak dikenali pustaka tanda tangan virus komersial pemindai keamanan sistem operasi konvensional desktop lokal umum.,4,1,85
DS-393,Hukum,anu perjanjian pra nikah pra nikah eee hmmm melindungi harta bawaan harta bawaan anu istri hmmm agar tidak disita bank disita bank eee karena utang suami utang.,2,0,39
DS-394,Psikologi,Kuesioner kualitas hidup penyintas kanker dianalisis reliabilitasnya untuk membuktikan alat ukur tersebut pantas dijadikan standar instrumen pemeriksaan klinis rutin poli rawat jalan onkologi rumah sakit pusat ibu kota metropolitan.,5,1,99
DS-395,Teknik Sipil,hmmm perencanaan konstruksi atap baja atap baja eee hmmm menggunakan software sap software sap anu hmmm karena hasilnya hasilnya eee lebih akurat menghitung beban mati rangka batang profil dimensi.,1,0,23
DS-396,Manajemen,Evaluasi portofolio reksadana saham campuran mengindikasi pergeseran alokasi aset sektor energi hijau sebagai penyeimbang volatilitas emiten perbankan konvensional yang kinerjanya lesu terdampak penurunan suku bunga acuan moneter bank sentral global.,4,1,81
DS-397,Informatika,eee pengujian usabilitas usabilitas hmmm aplikasi hmmm anu melibatkan melibatkan eee dua puluh pengguna awam pengguna awam hmmm untuk mencari tahu kesulitan kesulitan navigasi antarmuka fitur utama sistem mobile ini.,3,0,48
DS-398,Hukum,Kajian filosofis terhadap keadilan distributif menyimpulkan pentingnya restrukturisasi pajak progresif guna menutup defisit kesenjangan ekonomi penduduk yang semakin menganga pasca resesi makro berkepanjangan melanda stabilitas regional benua asia tenggara selatan.,5,1,93
DS-399,Psikologi,anu teknik observasi teknik observasi eee hmmm non partisipan non partisipan anu dilakukan dilakukan hmmm dari ruang kaca satu arah ruang kaca eee agar anak tidak terganggu bermain balok kayu kayu.,2,0,30
DS-400,Teknik Sipil,Optimalisasi proses produksi menggunakan pendekatan heuristik terbukti mampu menekan total biaya operasional secara sangat maksimal.,4,1,89
DS-401,Informatika,Integrasi teknologi internet of things pada sistem irigasi presisi ini secara otomatis mengatur kelembapan tanah sesuai spesifikasi botani tanaman tomat.,5,1,96
DS-402,Hukum,eee penyelesaian penyelesaian sengketa sengketa anu hmmm perburuhan perburuhan eee diselesaikan lewat pengadilan negeri hmmm hubungan industrial anu setempat.,2,0,32
DS-403,Psikologi,Tinjauan fenomenologis dalam kajian kualitatif ini berhasil merumuskan kerangka makna eksistensial para penyintas kecelakaan lalu lintas berat secara sangat mendalam.,5,1,94
DS-404,Teknik Sipil,Evaluasi geometri simpang bersinyal di pusat kota mengindikasikan perlunya rekayasa ulang fase lampu merah demi mengurai tundaan antrean panjang kendaraan.,4,1,87
DS-405,Manajemen,hmmm struktur organisasi struktur organisasi eee anu menggunakan bentuk matriks bentuk matriks hmmm agar koordinasi antar departemen departemen eee lebih luwes.,3,0,45
DS-406,Informatika,Pembersihan data anomali pada fase pra-pemrosesan machine learning berhasil mendongkrak skor kepresisian prediksi dari model regresi linier secara tajam.,4,1,89
DS-407,Informatika,Optimalisasi query pada arsitektur server terdistribusi ini secara konsisten menurunkan latensi pemrosesan data hingga lima puluh persen.,5,1,95
DS-408,Hukum,anu pengaturan sanksi pengaturan sanksi hmmm administrasi administrasi eee bagi pelanggar pajak pelanggar pajak hmmm terasa kurang memberikan efek jera anu.,2,0,28
DS-409,Psikologi,Uji reliabilitas cronbach alpha pada instrumen pengukuran kelelahan emosional menunjukkan skor koefisien sangat tinggi yang menandakan konsistensi internal kuesioner.,4,1,86
DS-410,Teknik Sipil,Analisis perkuatan struktur kolom beton menggunakan material carbon fiber reinforced polymer membuktikan peningkatan daktilitas bangunan saat menerima beban kejut gempa.,5,1,98
DS-411,Manajemen,Strategi perluasan lini produk kosmetik halal sukses menangkap ceruk pasar baru di kalangan remaja urban berpendapatan menengah ke atas saat ini.,4,1,84
DS-412,Informatika,eee protokol keamanan protokol keamanan hmmm jaringan nirkabel nirkabel anu saya enkripsi menggunakan wpa3 wpa3 eee agar tidak mudah diretas peretas.,3,0,41
DS-413,Hukum,Implementasi asas lex superior derogat legi inferior diaplikasikan secara absolut untuk membatalkan peraturan wali kota yang melangkahi kewenangan undang-undang perburuhan.,5,1,93
DS-414,Psikologi,hmmm teknik sampling teknik sampling hmmm eee saya memakai saya memakai anu snowball sampling snowball hmmm karena populasi pecandu game sulit dicari.,1,0,18
DS-415,Manajemen,Penerapan model rantai pasokan berkelanjutan ini secara langsung mengurangi jejak karbon produksi tanpa mengorbankan marjin keuntungan perusahaan.,4,1,88
DS-416,Teknik Sipil,Simulasi penjalaran gelombang tsunami pada pemodelan batimetri pesisir merekomendasikan elevasi minimum tembok laut penahan abrasi setinggi enam meter dari muka air.,5,1,97
DS-417,Manajemen,Audit kepatuhan perpajakan internal perusahaan mendeteksi celah penghindaran pajak agresif yang segera direvisi sebelum memicu sanksi denda bernominal fantastis.,4,1,82
DS-418,Informatika,anu metode pengembangan metode pengembangan hmmm perangkat lunak perangkat lunak eee saya pakai rad rad anu hmmm supaya purwarupa cepat selesai.,2,0,
DS-419,Psikologi,Analisis jalur membuktikan bahwa dukungan sosial teman sebaya memediasi sepenuhnya efek stres akademik terhadap kesejahteraan psikologis mahasiswa.,5,1,91
DS-420,Teknik Sipil,hmmm uji kepadatan uji kepadatan tanah tanah di lapangan lapangan eee menggunakan sand cone sand cone anu hmmm hasilnya sudah sesuai spesifikasi.,3,0,48
DS-421,Informatika,Penerapan algoritma genetika dalam penjadwalan dinamis penerbangan maskapai komersial memangkas waktu tunggu pesawat di darat secara sangat luar biasa.,5,1,99
DS-422,Hukum,Konstruksi hukum perlindungan konsumen pinjaman daring ilegal harus menitikberatkan pada tanggung jawab mutlak penyelenggara sistem elektronik atas kebocoran data nasabah.,4,1,85
DS-423,Psikologi,eee intervensi kognitif intervensi kognitif hmmm perilaku hmmm anu berfokus pada restrukturisasi pikiran restrukturisasi eee yang negatif pada pasien depresi.,2,0,36
DS-424,Hukum,Kajian yurisprudensi ini mendemonstrasikan inkonsistensi putusan hakim agung terkait pembagian harta gono-gini dalam perkawinan beda kewarganegaraan.,5,1,96
DS-425,Teknik Sipil,Perhitungan neraca air waduk multiguna memastikan pasokan irigasi untuk lima ribu hektar sawah tetap aman melimpah di puncak kemarau panjang.,4,1,
DS-426,Manajemen,hmmm perhitungan analisis analisis beban kerja hmmm kerja eee anu menunjukkan divisi pemasaran pemasaran kekurangan tenaga staf administrasi lapangan hmmm harian.,1,0,22
DS-427,Informatika,Migrasi dari basis data relasional ke arsitektur dokumen nosql memfasilitasi integrasi jutaan data tak terstruktur secara instan dan tanpa jeda.,4,1,88
DS-428,Hukum,Tinjauan sosiologi hukum membuktikan bahwa stigma masyarakat terhadap residivis masih menjadi hambatan utama keberhasilan program asimilasi lembaga pemasyarakatan terbuka.,5,1,92
DS-429,Informatika,anu analisis korelasi analisis korelasi hmmm spearman spearman eee saya pakai karena anu data kuesioner berskala ordinal berskala ordinal hmmm bukan interval.,3,0,44
DS-430,Psikologi,Eksperimen laboratorium memvalidasi hipotesis bahwa paparan cahaya biru dari gawai sebelum tidur menurunkan sekresi melatonin dan merusak kualitas tidur subjek dewasa.,5,1,95
DS-431,Teknik Sipil,eee perhitungan perhitungan dimensi pelat lantai lantai anu hmmm menggunakan metode metode grid eee karena hmmm instruksi dosen pembimbing.,2,0,31
DS-432,Manajemen,Pelatihan negosiasi lintas budaya membekali manajer ekspatriat dengan kompetensi taktis untuk menangani konflik resolusi di cabang operasional eropa timur.,4,1,83
DS-433,Informatika,hmmm algoritma algoritma enkripsi enkripsi eee yang digunakan anu hmmm rsa rsa eee untuk mengamankan data sandi.,1,0,25
DS-434,Hukum,Analisis dogmatik terhadap klausul baku asuransi kesehatan memperlihatkan potensi pengingkaran sepihak atas klaim penyakit kritis yang merugikan pemegang polis.,4,1,87
DS-435,Psikologi,eee kuesioner kuesioner yang disebarkan disebarkan hmmm berjumlah seratus lima puluh seratus lima puluh anu tapi yang kembali hmmm cuma seratus kuesioner.,2,0,37
DS-436,Teknik Sipil,Modifikasi aspal polimer terbukti meningkatkan angka stabilitas dinamis perkerasan jalan raya dan menekan potensi terjadinya alur roda kendaraan berat.,5,1,94
DS-437,Manajemen,Diversifikasi bisnis inti menuju sektor energi terbarukan menyeimbangkan profil risiko korporasi sekaligus menarik atensi positif dari investor berwawasan lingkungan hijau.,4,1,86
DS-438,Informatika,anu bahasa pemrograman pemrograman hmmm yang saya pakai javascript javascript eee karena hmmm dukungan library library untuk frontend sangat banyak.,3,0,46
DS-439,Informatika,Optimalisasi query pada arsitektur server terdistribusi ini secara konsisten menurunkan latensi pemrosesan data hingga lima puluh persen.,5,1,95
DS-440,Hukum,Kajian hukum tata laut internasional memastikan batas landas kontinen negara kepulauan dikalkulasi berdasar titik pangkal pangkal terluar pulau terluar secara matematis.,4,1,81
DS-441,Psikologi,hmmm teknik analisis data analisis data hmmm eee saya pakai uji t berpasangan uji t anu hmmm untuk desain pre test pre test.,2,0,29
DS-442,Teknik Sipil,Penerapan metode elemen hingga tiga dimensi mensimulasikan distribusi tegangan tarik pada kabel jembatan gantung secara luar biasa akurat dan komprehensif.,5,1,98
DS-443,Manajemen,Implementasi sistem informasi manajemen sumber daya manusia memangkas durasi pemrosesan penggajian bulanan dari lima hari kerja menjadi hitungan jam saja.,4,1,89
DS-444,Informatika,eee desain purwarupa purwarupa aplikasi hmmm saya buat saya buat anu menggunakan aplikasi figma figma hmmm agar gampang direvisi hmmm antarmukanya.,1,0,16
DS-445,Hukum,Asas ne bis in idem diaplikasikan secara rigid oleh majelis hakim untuk menolak gugatan rekonvensi yang substansinya sama persis dengan perkara sebelumnya.,5,1,96
DS-446,Psikologi,Kuesioner resiliensi diadaptasi ke dalam bahasa lokal menggunakan prosedur penerjemahan balik yang ketat untuk mempertahankan kesetaraan makna konseptual lintas budaya.,4,1,85
DS-447,Teknik Sipil,anu manajemen proyek manajemen proyek hmmm penjadwalan penjadwalan eee saya hitung pakai jalur kritis jalur kritis anu agar tahu pekerjaan prioritas.,3,0,43
DS-448,Manajemen,Perhitungan rasio utang jangka panjang terhadap ekuitas menunjukkan posisi leverage perusahaan sangat aman menghadapi ancaman kenaikan suku bunga acuan bank sentral.,5,1,93
DS-449,Informatika,Penerapan model deep reinforcement learning memperkuat kapabilitas agen kecerdasan buatan dalam mengambil keputusan strategis pada lingkungan simulasi permainan yang super kompleks.,4,1,87
DS-450,Hukum,hmmm analisis yuridis analisis yuridis eee tentang tentang perlindungan varietas tanaman varietas hmmm tanaman anu sangat lemah penegakannya sangat lemah hmmm di pengadilan.,2,0,
DS-451,Psikologi,Observasi sistematis di ruang bermain interaktif mengungkap pola agresi relasional yang dominan pada subjek anak pra sekolah berjenis kelamin perempuan.,4,1,82
DS-452,Teknik Sipil,eee perhitungan hidrolika perhitungan hmmm saluran irigasi saluran irigasi anu hmmm menggunakan rumus manning manning eee dengan koefisien kekasaran hmmm material beton.,3,0,47
DS-453,Manajemen,Kebijakan retensi talenta melalui program kepemilikan saham opsi terbukti radikal menekan angka perputaran manajer level menengah ke bawah di industri rintisan.,5,1,97
DS-454,Manajemen,Penerapan model rantai pasokan berkelanjutan ini secara langsung mengurangi jejak karbon produksi tanpa mengorbankan marjin keuntungan perusahaan.,4,1,88
DS-455,Informatika,Desain tata letak antarmuka aplikasi seluler memprioritaskan ibu jari zone untuk menghadirkan pengalaman navigasi ergonomis bagi pengguna gawai berlayar ekstra besar.,4,1,84
DS-456,Hukum,anu pengaturan perizinan perizinan berusaha berusaha hmmm berbasis risiko berbasis risiko eee anu hmmm masih memunculkan tumpang tindih tumpang tindih regulasi daerah.,2,0,38
DS-457,Psikologi,Tinjauan kepustakaan mensintesis korelasi kuat antara pola asuh permisif orang tua dengan tendensi narsistik yang meledak di kalangan remaja pengguna tiktok.,5,1,92
DS-458,Teknik Sipil,hmmm perencanaan tebal perkerasan perkerasan kaku kaku hmmm eee didesain didesain untuk menahan repetisi beban repetisi beban anu sumbu kendaraan berat logistik.,1,0,19
DS-459,Manajemen,Pendekatan pemasaran omnichannel mengintegrasikan pengalaman belanja dari toko fisik dan platform digital secara mulus yang mendongkrak loyalitas pelanggan seumur hidup perusahaan.,4,1,86
DS-460,Informatika,Sinkronisasi data real time antara server pusat dan aplikasi klien tercapai sempurna melalui implementasi arsitektur protokol websocket dua arah yang efisien.,5,1,95
DS-461,Manajemen,eee pengumpulan data pengumpulan data hmmm sekunder sekunder anu saya ambil hmmm dari laporan keuangan perusahaan laporan eee di bursa efek indonesia.,3,0,42
